"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2019-2020",09,"HARDEMAN COUNTY","Grade 8",54
"2019-2020",09,"HARDEMAN COUNTY","Grade 9",62
"2019-2020",09,"HARDEMAN COUNTY","Grade 10",57
"2019-2020",09,"HARDEMAN COUNTY","Grade 11",53
"2019-2020",09,"HARDEMAN COUNTY","Grade 12",48
"2019-2020",05,"HARDIN COUNTY","Early Education",87
"2019-2020",05,"HARDIN COUNTY","Pre-kindergarten",328
"2019-2020",05,"HARDIN COUNTY","Kindergarten",824
"2019-2020",05,"HARDIN COUNTY","Grade 1",896
"2019-2020",05,"HARDIN COUNTY","Grade 2",817
"2019-2020",05,"HARDIN COUNTY","Grade 3",821
"2019-2020",05,"HARDIN COUNTY","Grade 4",833
"2019-2020",05,"HARDIN COUNTY","Grade 5",846
"2019-2020",05,"HARDIN COUNTY","Grade 6",892
"2019-2020",05,"HARDIN COUNTY","Grade 7",879
"2019-2020",05,"HARDIN COUNTY","Grade 8",813
"2019-2020",05,"HARDIN COUNTY","Grade 9",871
"2019-2020",05,"HARDIN COUNTY","Grade 10",851
"2019-2020",05,"HARDIN COUNTY","Grade 11",756
"2019-2020",05,"HARDIN COUNTY","Grade 12",719
"2019-2020",04,"HARRIS COUNTY","Early Education",4239
"2019-2020",04,"HARRIS COUNTY","Pre-kindergarten",42574
"2019-2020",04,"HARRIS COUNTY","Kindergarten",62021
"2019-2020",04,"HARRIS COUNTY","Grade 1",64896
"2019-2020",04,"HARRIS COUNTY","Grade 2",64599
"2019-2020",04,"HARRIS COUNTY","Grade 3",65777
"2019-2020",04,"HARRIS COUNTY","Grade 4",67115
"2019-2020",04,"HARRIS COUNTY","Grade 5",69954
"2019-2020",04,"HARRIS COUNTY","Grade 6",69048
"2019-2020",04,"HARRIS COUNTY","Grade 7",69703
"2019-2020",04,"HARRIS COUNTY","Grade 8",67389
"2019-2020",04,"HARRIS COUNTY","Grade 9",73994
"2019-2020",04,"HARRIS COUNTY","Grade 10",65649
"2019-2020",04,"HARRIS COUNTY","Grade 11",61826
"2019-2020",04,"HARRIS COUNTY","Grade 12",57928
"2019-2020",07,"HARRISON COUNTY","Early Education",24
"2019-2020",07,"HARRISON COUNTY","Pre-kindergarten",543
"2019-2020",07,"HARRISON COUNTY","Kindergarten",928
"2019-2020",07,"HARRISON COUNTY","Grade 1",951
"2019-2020",07,"HARRISON COUNTY","Grade 2",915
"2019-2020",07,"HARRISON COUNTY","Grade 3",1032
"2019-2020",07,"HARRISON COUNTY","Grade 4",1174
"2019-2020",07,"HARRISON COUNTY","Grade 5",1262
"2019-2020",07,"HARRISON COUNTY","Grade 6",1482
"2019-2020",07,"HARRISON COUNTY","Grade 7",1606
"2019-2020",07,"HARRISON COUNTY","Grade 8",1834
"2019-2020",07,"HARRISON COUNTY","Grade 9",2262
"2019-2020",07,"HARRISON COUNTY","Grade 10",2018
"2019-2020",07,"HARRISON COUNTY","Grade 11",1843
"2019-2020",07,"HARRISON COUNTY","Grade 12",1537
"2019-2020",16,"HARTLEY COUNTY","Pre-kindergarten",24
"2019-2020",16,"HARTLEY COUNTY","Kindergarten",30
"2019-2020",16,"HARTLEY COUNTY","Grade 1",39
"2019-2020",16,"HARTLEY COUNTY","Grade 2",32
"2019-2020",16,"HARTLEY COUNTY","Grade 3",35
"2019-2020",16,"HARTLEY COUNTY","Grade 4",27
"2019-2020",16,"HARTLEY COUNTY","Grade 5",35
"2019-2020",16,"HARTLEY COUNTY","Grade 6",35
"2019-2020",16,"HARTLEY COUNTY","Grade 7",23
"2019-2020",16,"HARTLEY COUNTY","Grade 8",26
"2019-2020",16,"HARTLEY COUNTY","Grade 9",31
"2019-2020",16,"HARTLEY COUNTY","Grade 10",25
"2019-2020",16,"HARTLEY COUNTY","Grade 11",22
"2019-2020",16,"HARTLEY COUNTY","Grade 12",23
"2019-2020",14,"HASKELL COUNTY","Early Education",6
"2019-2020",14,"HASKELL COUNTY","Pre-kindergarten",62
"2019-2020",14,"HASKELL COUNTY","Kindergarten",52
"2019-2020",14,"HASKELL COUNTY","Grade 1",48
"2019-2020",14,"HASKELL COUNTY","Grade 2",59
"2019-2020",14,"HASKELL COUNTY","Grade 3",55
"2019-2020",14,"HASKELL COUNTY","Grade 4",57
"2019-2020",14,"HASKELL COUNTY","Grade 5",63
"2019-2020",14,"HASKELL COUNTY","Grade 6",73
"2019-2020",14,"HASKELL COUNTY","Grade 7",50
"2019-2020",14,"HASKELL COUNTY","Grade 8",53
"2019-2020",14,"HASKELL COUNTY","Grade 9",57
"2019-2020",14,"HASKELL COUNTY","Grade 10",64
"2019-2020",14,"HASKELL COUNTY","Grade 11",64
"2019-2020",14,"HASKELL COUNTY","Grade 12",52
"2019-2020",13,"HAYS COUNTY","Early Education",286
"2019-2020",13,"HAYS COUNTY","Pre-kindergarten",1434
"2019-2020",13,"HAYS COUNTY","Kindergarten",2743
"2019-2020",13,"HAYS COUNTY","Grade 1",2728
"2019-2020",13,"HAYS COUNTY","Grade 2",2742
"2019-2020",13,"HAYS COUNTY","Grade 3",2821
"2019-2020",13,"HAYS COUNTY","Grade 4",2892
"2019-2020",13,"HAYS COUNTY","Grade 5",2969
"2019-2020",13,"HAYS COUNTY","Grade 6",3089
"2019-2020",13,"HAYS COUNTY","Grade 7",3062
"2019-2020",13,"HAYS COUNTY","Grade 8",3006
"2019-2020",13,"HAYS COUNTY","Grade 9",3495
"2019-2020",13,"HAYS COUNTY","Grade 10",2943
"2019-2020",13,"HAYS COUNTY","Grade 11",2706
"2019-2020",13,"HAYS COUNTY","Grade 12",2366
"2019-2020",16,"HEMPHILL COUNTY","Early Education",7
"2019-2020",16,"HEMPHILL COUNTY","Pre-kindergarten",55
"2019-2020",16,"HEMPHILL COUNTY","Kindergarten",45
"2019-2020",16,"HEMPHILL COUNTY","Grade 1",47
"2019-2020",16,"HEMPHILL COUNTY","Grade 2",53
"2019-2020",16,"HEMPHILL COUNTY","Grade 3",55
"2019-2020",16,"HEMPHILL COUNTY","Grade 4",73
"2019-2020",16,"HEMPHILL COUNTY","Grade 5",59
"2019-2020",16,"HEMPHILL COUNTY","Grade 6",73
"2019-2020",16,"HEMPHILL COUNTY","Grade 7",81
"2019-2020",16,"HEMPHILL COUNTY","Grade 8",70
"2019-2020",16,"HEMPHILL COUNTY","Grade 9",67
"2019-2020",16,"HEMPHILL COUNTY","Grade 10",61
"2019-2020",16,"HEMPHILL COUNTY","Grade 11",69
"2019-2020",16,"HEMPHILL COUNTY","Grade 12",67
"2019-2020",07,"HENDERSON COUNTY","Early Education",18
"2019-2020",10,"HENDERSON COUNTY","Early Education",54
"2019-2020",07,"HENDERSON COUNTY","Pre-kindergarten",345
"2019-2020",10,"HENDERSON COUNTY","Pre-kindergarten",146
"2019-2020",07,"HENDERSON COUNTY","Kindergarten",544
"2019-2020",10,"HENDERSON COUNTY","Kindergarten",227
"2019-2020",07,"HENDERSON COUNTY","Grade 1",546
"2019-2020",10,"HENDERSON COUNTY","Grade 1",202
"2019-2020",07,"HENDERSON COUNTY","Grade 2",523
"2019-2020",10,"HENDERSON COUNTY","Grade 2",233
"2019-2020",07,"HENDERSON COUNTY","Grade 3",514
"2019-2020",10,"HENDERSON COUNTY","Grade 3",215
"2019-2020",07,"HENDERSON COUNTY","Grade 4",518
"2019-2020",10,"HENDERSON COUNTY","Grade 4",232
"2019-2020",07,"HENDERSON COUNTY","Grade 5",540
"2019-2020",10,"HENDERSON COUNTY","Grade 5",224
"2019-2020",07,"HENDERSON COUNTY","Grade 6",546
"2019-2020",10,"HENDERSON COUNTY","Grade 6",228
"2019-2020",07,"HENDERSON COUNTY","Grade 7",563
"2019-2020",10,"HENDERSON COUNTY","Grade 7",232
"2019-2020",07,"HENDERSON COUNTY","Grade 8",557
"2019-2020",10,"HENDERSON COUNTY","Grade 8",222
"2019-2020",07,"HENDERSON COUNTY","Grade 9",533
"2019-2020",10,"HENDERSON COUNTY","Grade 9",249
"2019-2020",07,"HENDERSON COUNTY","Grade 10",471
"2019-2020",10,"HENDERSON COUNTY","Grade 10",233
"2019-2020",07,"HENDERSON COUNTY","Grade 11",462
"2019-2020",10,"HENDERSON COUNTY","Grade 11",226
"2019-2020",07,"HENDERSON COUNTY","Grade 12",434
"2019-2020",10,"HENDERSON COUNTY","Grade 12",213
"2019-2020",01,"HIDALGO COUNTY","Early Education",408
"2019-2020",01,"HIDALGO COUNTY","Pre-kindergarten",19109
"2019-2020",01,"HIDALGO COUNTY","Kindergarten",18108
"2019-2020",01,"HIDALGO COUNTY","Grade 1",18156
"2019-2020",01,"HIDALGO COUNTY","Grade 2",17978
"2019-2020",01,"HIDALGO COUNTY","Grade 3",17333
"2019-2020",01,"HIDALGO COUNTY","Grade 4",16803
"2019-2020",01,"HIDALGO COUNTY","Grade 5",17920
"2019-2020",01,"HIDALGO COUNTY","Grade 6",19707
"2019-2020",01,"HIDALGO COUNTY","Grade 7",19131
"2019-2020",01,"HIDALGO COUNTY","Grade 8",18148
"2019-2020",01,"HIDALGO COUNTY","Grade 9",19671
"2019-2020",01,"HIDALGO COUNTY","Grade 10",17469
"2019-2020",01,"HIDALGO COUNTY","Grade 11",15549
"2019-2020",01,"HIDALGO COUNTY","Grade 12",14700
"2019-2020",12,"HILL COUNTY","Early Education",22
"2019-2020",12,"HILL COUNTY","Pre-kindergarten",459
"2019-2020",12,"HILL COUNTY","Kindergarten",471
"2019-2020",12,"HILL COUNTY","Grade 1",466
"2019-2020",12,"HILL COUNTY","Grade 2",422
"2019-2020",12,"HILL COUNTY","Grade 3",458
"2019-2020",12,"HILL COUNTY","Grade 4",484
"2019-2020",12,"HILL COUNTY","Grade 5",492
"2019-2020",12,"HILL COUNTY","Grade 6",496
"2019-2020",12,"HILL COUNTY","Grade 7",512
"2019-2020",12,"HILL COUNTY","Grade 8",496
"2019-2020",12,"HILL COUNTY","Grade 9",510
"2019-2020",12,"HILL COUNTY","Grade 10",443
"2019-2020",12,"HILL COUNTY","Grade 11",452
"2019-2020",12,"HILL COUNTY","Grade 12",430
"2019-2020",17,"HOCKLEY COUNTY","Early Education",47
"2019-2020",17,"HOCKLEY COUNTY","Pre-kindergarten",294
"2019-2020",17,"HOCKLEY COUNTY","Kindergarten",334
"2019-2020",17,"HOCKLEY COUNTY","Grade 1",336
"2019-2020",17,"HOCKLEY COUNTY","Grade 2",355
"2019-2020",17,"HOCKLEY COUNTY","Grade 3",338
"2019-2020",17,"HOCKLEY COUNTY","Grade 4",344
"2019-2020",17,"HOCKLEY COUNTY","Grade 5",372
"2019-2020",17,"HOCKLEY COUNTY","Grade 6",385
"2019-2020",17,"HOCKLEY COUNTY","Grade 7",376
"2019-2020",17,"HOCKLEY COUNTY","Grade 8",322
"2019-2020",17,"HOCKLEY COUNTY","Grade 9",347
"2019-2020",17,"HOCKLEY COUNTY","Grade 10",346
"2019-2020",17,"HOCKLEY COUNTY","Grade 11",317
"2019-2020",17,"HOCKLEY COUNTY","Grade 12",298
"2019-2020",11,"HOOD COUNTY","Early Education",57
"2019-2020",11,"HOOD COUNTY","Pre-kindergarten",237
"2019-2020",11,"HOOD COUNTY","Kindergarten",624
"2019-2020",11,"HOOD COUNTY","Grade 1",710
"2019-2020",11,"HOOD COUNTY","Grade 2",582
"2019-2020",11,"HOOD COUNTY","Grade 3",655
"2019-2020",11,"HOOD COUNTY","Grade 4",646
"2019-2020",11,"HOOD COUNTY","Grade 5",704
"2019-2020",11,"HOOD COUNTY","Grade 6",706
"2019-2020",11,"HOOD COUNTY","Grade 7",664
"2019-2020",11,"HOOD COUNTY","Grade 8",713
"2019-2020",11,"HOOD COUNTY","Grade 9",764
"2019-2020",11,"HOOD COUNTY","Grade 10",614
"2019-2020",11,"HOOD COUNTY","Grade 11",577
"2019-2020",11,"HOOD COUNTY","Grade 12",550
"2019-2020",08,"HOPKINS COUNTY","Early Education",20
"2019-2020",08,"HOPKINS COUNTY","Pre-kindergarten",372
"2019-2020",08,"HOPKINS COUNTY","Kindergarten",469
"2019-2020",08,"HOPKINS COUNTY","Grade 1",505
"2019-2020",08,"HOPKINS COUNTY","Grade 2",472
"2019-2020",08,"HOPKINS COUNTY","Grade 3",481
"2019-2020",08,"HOPKINS COUNTY","Grade 4",520
"2019-2020",08,"HOPKINS COUNTY","Grade 5",509
"2019-2020",08,"HOPKINS COUNTY","Grade 6",560
"2019-2020",08,"HOPKINS COUNTY","Grade 7",528
"2019-2020",08,"HOPKINS COUNTY","Grade 8",511
"2019-2020",08,"HOPKINS COUNTY","Grade 9",526
"2019-2020",08,"HOPKINS COUNTY","Grade 10",507
"2019-2020",08,"HOPKINS COUNTY","Grade 11",485
"2019-2020",08,"HOPKINS COUNTY","Grade 12",462
"2019-2020",06,"HOUSTON COUNTY","Early Education",6
"2019-2020",06,"HOUSTON COUNTY","Pre-kindergarten",183
"2019-2020",06,"HOUSTON COUNTY","Kindergarten",222
"2019-2020",06,"HOUSTON COUNTY","Grade 1",217
"2019-2020",06,"HOUSTON COUNTY","Grade 2",192
"2019-2020",06,"HOUSTON COUNTY","Grade 3",221
"2019-2020",06,"HOUSTON COUNTY","Grade 4",208
"2019-2020",06,"HOUSTON COUNTY","Grade 5",232
"2019-2020",06,"HOUSTON COUNTY","Grade 6",223
"2019-2020",06,"HOUSTON COUNTY","Grade 7",273
"2019-2020",06,"HOUSTON COUNTY","Grade 8",255
"2019-2020",06,"HOUSTON COUNTY","Grade 9",225
"2019-2020",06,"HOUSTON COUNTY","Grade 10",254
"2019-2020",06,"HOUSTON COUNTY","Grade 11",215
"2019-2020",06,"HOUSTON COUNTY","Grade 12",201
"2019-2020",18,"HOWARD COUNTY","Early Education",28
"2019-2020",18,"HOWARD COUNTY","Pre-kindergarten",144
"2019-2020",18,"HOWARD COUNTY","Kindergarten",488
"2019-2020",18,"HOWARD COUNTY","Grade 1",475
"2019-2020",18,"HOWARD COUNTY","Grade 2",433
"2019-2020",18,"HOWARD COUNTY","Grade 3",439
"2019-2020",18,"HOWARD COUNTY","Grade 4",441
"2019-2020",18,"HOWARD COUNTY","Grade 5",447
"2019-2020",18,"HOWARD COUNTY","Grade 6",458
"2019-2020",18,"HOWARD COUNTY","Grade 7",497
"2019-2020",18,"HOWARD COUNTY","Grade 8",453
"2019-2020",18,"HOWARD COUNTY","Grade 9",446
"2019-2020",18,"HOWARD COUNTY","Grade 10",429
"2019-2020",18,"HOWARD COUNTY","Grade 11",375
"2019-2020",18,"HOWARD COUNTY","Grade 12",343
"2019-2020",19,"HUDSPETH COUNTY","Pre-kindergarten",34
"2019-2020",19,"HUDSPETH COUNTY","Kindergarten",36
"2019-2020",19,"HUDSPETH COUNTY","Grade 1",41
"2019-2020",19,"HUDSPETH COUNTY","Grade 2",38
"2019-2020",19,"HUDSPETH COUNTY","Grade 3",40
"2019-2020",19,"HUDSPETH COUNTY","Grade 4",50
"2019-2020",19,"HUDSPETH COUNTY","Grade 5",42
"2019-2020",19,"HUDSPETH COUNTY","Grade 6",37
"2019-2020",19,"HUDSPETH COUNTY","Grade 7",39
"2019-2020",19,"HUDSPETH COUNTY","Grade 8",47
"2019-2020",19,"HUDSPETH COUNTY","Grade 9",40
"2019-2020",19,"HUDSPETH COUNTY","Grade 10",52
"2019-2020",19,"HUDSPETH COUNTY","Grade 11",42
"2019-2020",19,"HUDSPETH COUNTY","Grade 12",38
"2019-2020",10,"HUNT COUNTY","Early Education",35
"2019-2020",10,"HUNT COUNTY","Pre-kindergarten",888
"2019-2020",10,"HUNT COUNTY","Kindergarten",1100
"2019-2020",10,"HUNT COUNTY","Grade 1",1054
"2019-2020",10,"HUNT COUNTY","Grade 2",1076
"2019-2020",10,"HUNT COUNTY","Grade 3",1080
"2019-2020",10,"HUNT COUNTY","Grade 4",1040
"2019-2020",10,"HUNT COUNTY","Grade 5",1135
"2019-2020",10,"HUNT COUNTY","Grade 6",1190
"2019-2020",10,"HUNT COUNTY","Grade 7",1149
"2019-2020",10,"HUNT COUNTY","Grade 8",1102
"2019-2020",10,"HUNT COUNTY","Grade 9",1126
"2019-2020",10,"HUNT COUNTY","Grade 10",1104
"2019-2020",10,"HUNT COUNTY","Grade 11",1074
"2019-2020",10,"HUNT COUNTY","Grade 12",1020
"2019-2020",16,"HUTCHINSON COUNTY","Early Education",5
"2019-2020",16,"HUTCHINSON COUNTY","Pre-kindergarten",233
"2019-2020",16,"HUTCHINSON COUNTY","Kindergarten",312
"2019-2020",16,"HUTCHINSON COUNTY","Grade 1",275
"2019-2020",16,"HUTCHINSON COUNTY","Grade 2",287
"2019-2020",16,"HUTCHINSON COUNTY","Grade 3",260
"2019-2020",16,"HUTCHINSON COUNTY","Grade 4",285
"2019-2020",16,"HUTCHINSON COUNTY","Grade 5",313
"2019-2020",16,"HUTCHINSON COUNTY","Grade 6",298
"2019-2020",16,"HUTCHINSON COUNTY","Grade 7",340
"2019-2020",16,"HUTCHINSON COUNTY","Grade 8",304
"2019-2020",16,"HUTCHINSON COUNTY","Grade 9",328
"2019-2020",16,"HUTCHINSON COUNTY","Grade 10",294
"2019-2020",16,"HUTCHINSON COUNTY","Grade 11",301
"2019-2020",16,"HUTCHINSON COUNTY","Grade 12",266
"2019-2020",15,"IRION COUNTY","Early Education",3
"2019-2020",15,"IRION COUNTY","Kindergarten",26
"2019-2020",15,"IRION COUNTY","Grade 1",24
"2019-2020",15,"IRION COUNTY","Grade 2",23
"2019-2020",15,"IRION COUNTY","Grade 3",22
"2019-2020",15,"IRION COUNTY","Grade 4",24
"2019-2020",15,"IRION COUNTY","Grade 5",18
"2019-2020",15,"IRION COUNTY","Grade 6",25
"2019-2020",15,"IRION COUNTY","Grade 7",16
"2019-2020",15,"IRION COUNTY","Grade 8",18
"2019-2020",15,"IRION COUNTY","Grade 9",24
"2019-2020",15,"IRION COUNTY","Grade 10",25
"2019-2020",15,"IRION COUNTY","Grade 11",24
"2019-2020",15,"IRION COUNTY","Grade 12",23
"2019-2020",09,"JACK COUNTY","Early Education",8
"2019-2020",09,"JACK COUNTY","Pre-kindergarten",76
"2019-2020",09,"JACK COUNTY","Kindergarten",106
"2019-2020",09,"JACK COUNTY","Grade 1",119
"2019-2020",09,"JACK COUNTY","Grade 2",119
"2019-2020",09,"JACK COUNTY","Grade 3",129
"2019-2020",09,"JACK COUNTY","Grade 4",106
"2019-2020",09,"JACK COUNTY","Grade 5",131
"2019-2020",09,"JACK COUNTY","Grade 6",127
"2019-2020",09,"JACK COUNTY","Grade 7",143
"2019-2020",09,"JACK COUNTY","Grade 8",135
"2019-2020",09,"JACK COUNTY","Grade 9",110
"2019-2020",09,"JACK COUNTY","Grade 10",107
"2019-2020",09,"JACK COUNTY","Grade 11",118
"2019-2020",09,"JACK COUNTY","Grade 12",99
"2019-2020",03,"JACKSON COUNTY","Early Education",13
"2019-2020",03,"JACKSON COUNTY","Pre-kindergarten",142
"2019-2020",03,"JACKSON COUNTY","Kindergarten",241
"2019-2020",03,"JACKSON COUNTY","Grade 1",259
"2019-2020",03,"JACKSON COUNTY","Grade 2",227
"2019-2020",03,"JACKSON COUNTY","Grade 3",229
"2019-2020",03,"JACKSON COUNTY","Grade 4",269
"2019-2020",03,"JACKSON COUNTY","Grade 5",248
"2019-2020",03,"JACKSON COUNTY","Grade 6",288
"2019-2020",03,"JACKSON COUNTY","Grade 7",287
"2019-2020",03,"JACKSON COUNTY","Grade 8",282
"2019-2020",03,"JACKSON COUNTY","Grade 9",289
"2019-2020",03,"JACKSON COUNTY","Grade 10",256
"2019-2020",03,"JACKSON COUNTY","Grade 11",230
"2019-2020",03,"JACKSON COUNTY","Grade 12",241
"2019-2020",05,"JASPER COUNTY","Early Education",23
"2019-2020",05,"JASPER COUNTY","Pre-kindergarten",297
"2019-2020",05,"JASPER COUNTY","Kindergarten",385
"2019-2020",05,"JASPER COUNTY","Grade 1",431
"2019-2020",05,"JASPER COUNTY","Grade 2",461
"2019-2020",05,"JASPER COUNTY","Grade 3",411
"2019-2020",05,"JASPER COUNTY","Grade 4",455
"2019-2020",05,"JASPER COUNTY","Grade 5",478
"2019-2020",05,"JASPER COUNTY","Grade 6",473
"2019-2020",05,"JASPER COUNTY","Grade 7",470
"2019-2020",05,"JASPER COUNTY","Grade 8",473
"2019-2020",05,"JASPER COUNTY","Grade 9",503
"2019-2020",05,"JASPER COUNTY","Grade 10",437
"2019-2020",05,"JASPER COUNTY","Grade 11",445
"2019-2020",05,"JASPER COUNTY","Grade 12",400
"2019-2020",18,"JEFF DAVIS COUNTY","Pre-kindergarten",10
"2019-2020",18,"JEFF DAVIS COUNTY","Kindergarten",12
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 1",9
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 2",15
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 3",25
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 4",17
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 5",19
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 6",23
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 7",23
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 8",26
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 9",23
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 10",26
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 11",16
"2019-2020",18,"JEFF DAVIS COUNTY","Grade 12",20
"2019-2020",05,"JEFFERSON COUNTY","Early Education",383
"2019-2020",05,"JEFFERSON COUNTY","Pre-kindergarten",2626
"2019-2020",05,"JEFFERSON COUNTY","Kindergarten",3148
"2019-2020",05,"JEFFERSON COUNTY","Grade 1",3203
"2019-2020",05,"JEFFERSON COUNTY","Grade 2",3046
"2019-2020",05,"JEFFERSON COUNTY","Grade 3",2989
"2019-2020",05,"JEFFERSON COUNTY","Grade 4",3166
"2019-2020",05,"JEFFERSON COUNTY","Grade 5",3214
"2019-2020",05,"JEFFERSON COUNTY","Grade 6",3138
"2019-2020",05,"JEFFERSON COUNTY","Grade 7",3112
"2019-2020",05,"JEFFERSON COUNTY","Grade 8",3025
"2019-2020",05,"JEFFERSON COUNTY","Grade 9",3196
"2019-2020",05,"JEFFERSON COUNTY","Grade 10",2717
"2019-2020",05,"JEFFERSON COUNTY","Grade 11",2565
"2019-2020",05,"JEFFERSON COUNTY","Grade 12",2514
"2019-2020",01,"JIM HOGG COUNTY","Early Education",3
