"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CHARTER STATUS","GRADE","ENROLLMENT"
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 3",540
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 4",568
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 5",548
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 6",565
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 7",582
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 8",487
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 9",516
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 10",493
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 11",449
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","TRADITIONAL ISD/CSD","Grade 12",392
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",11
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Kindergarten","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 1","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 2","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 3","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 4","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 5","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 6","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 7",11
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 8","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 9","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 10","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 11","<10"
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","TRADITIONAL ISD/CSD","Grade 12",14
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Early Education",27
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",596
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Kindergarten",568
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 1",562
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 2",583
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 3",491
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 4",548
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 5",535
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 6",599
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 7",622
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 8",560
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 9",575
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 10",607
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 11",524
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","TRADITIONAL ISD/CSD","Grade 12",472
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",84
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Kindergarten",125
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 1",94
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 2",83
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 3",106
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 4",101
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 5",126
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 6",105
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 7",102
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 8",105
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 9",122
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 10",109
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 11",86
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","TRADITIONAL ISD/CSD","Grade 12","<80"
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Early Education",27
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",90
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Kindergarten",335
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 1",326
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 2",299
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 3",298
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 4",317
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 5",313
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 6",305
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 7",322
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 8",288
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 9",358
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 10",306
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 11",300
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","TRADITIONAL ISD/CSD","Grade 12",263
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","OPEN ENROLLMENT CHARTER","Pre-kindergarten",134
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","OPEN ENROLLMENT CHARTER","Kindergarten",52
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","OPEN ENROLLMENT CHARTER","Grade 1",45
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","OPEN ENROLLMENT CHARTER","Grade 2",46
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","OPEN ENROLLMENT CHARTER","Grade 3",31
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Pre-kindergarten",92
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Kindergarten","<70"
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 1",81
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 2",84
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 3",91
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 4",99
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 5",89
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 6",139
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 7",103
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 8",124
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 9",121
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 10",120
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 11",124
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","TRADITIONAL ISD/CSD","Grade 12",118
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",102
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Kindergarten",122
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 1",155
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 2",130
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 3",119
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 4",127
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 5",142
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 6",127
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 7",147
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 8",135
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 9",137
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 10",136
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 11",101
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","TRADITIONAL ISD/CSD","Grade 12","<100"
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<200"
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Kindergarten",249
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 1",256
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 2",285
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 3",245
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 4",272
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 5",257
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 6",309
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 7",304
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 8",294
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 9",280
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 10",236
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 11",257
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","TRADITIONAL ISD/CSD","Grade 12",242
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Pre-kindergarten",182
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Kindergarten",158
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 1",179
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 2",161
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 3",167
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 4",166
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 5",183
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 6",181
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 7",178
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 8",182
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 9",186
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 10","<160"
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 11",159
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","TRADITIONAL ISD/CSD","Grade 12",170
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Early Education",101
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",376
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Kindergarten",857
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 1",886
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 2",888
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 3",898
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 4",965
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 5",1022
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 6",1052
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 7",1093
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 8",1043
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 9",1115
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 10",1055
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 11",1038
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","TRADITIONAL ISD/CSD","Grade 12",901
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<60"
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Kindergarten",120
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 1",125
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 2",112
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 3",106
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 4",108
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 5",101
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 6",96
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 7",106
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 8",113
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 9",102
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 10",96
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 11",95
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","TRADITIONAL ISD/CSD","Grade 12",84
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",28
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Kindergarten",16
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 1",24
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 2",15
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 3",15
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 4",13
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 5",19
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 6",14
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 7",10
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","TRADITIONAL ISD/CSD","Grade 8",15
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",59
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Kindergarten",43
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 1",25
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 2",31
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 3",29
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 4",20
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 5",17
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","TRADITIONAL ISD/CSD","Grade 6",12
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Pre-kindergarten",47
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Kindergarten",61
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 1",64
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 2",73
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 3",77
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 4",71
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 5",69
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 6",74
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 7",67
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 8",54
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 9",32
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 10",28
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 11",22
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","OPEN ENROLLMENT CHARTER","Grade 12",11
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Early Education",35
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",561
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Kindergarten",633
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 1",665
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 2",640
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 3",649
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 4",694
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 5",734
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 6",736
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 7",782
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 8",799
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 9",725
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 10",682
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 11",657
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","TRADITIONAL ISD/CSD","Grade 12",603
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Early Education",208
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",749
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Kindergarten",2218
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 1",2318
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 2",2361
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 3",2407
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 4",2516
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 5",2629
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 6",2817
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 7",2833
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 8",2882
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 9",3163
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 10",3045
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 11",2926
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","TRADITIONAL ISD/CSD","Grade 12",2597
"2019-2020",18,"BREWSTER COUNTY",022902,"MARATHON ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",18,"BREWSTER COUNTY",022902,"MARATHON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<10"
"2019-2020",18,"BREWSTER COUNTY",022902,"MARATHON ISD","TRADITIONAL ISD/CSD","Kindergarten","<10"
